question,pmid,adaptation,sent_id,source,target,operation
47,34515659,adaptation1,2,"Patients presenting with fragility fractures may be mistakenly diagnosed as having osteoporosis and prescribed antiresorptive therapy, a treatment which may increase fracture risk.","Patients presenting with fragility fractures may be mistakenly diagnosed as having osteoporosis (brittle bones). These patients may be prescribed antiresorptive therapy, or drugs that block the breakdown of bone. These drugs may increase fracture risk.",Explanation
47,34515659,adaptation1,3,Adult-onset HPPhypophosphatasia was identified in a 40-year-old woman who presented with bilateral atypical femoral fractures after 4 years of denosumab therapy.,"Adult-onset HPP was identified in a 40-year-old woman. She had with femur fractures after 4 years of using denosumba, a drug to treat osteoporosis.",Substitution
47,34515659,adaptation1,4,"A low serum alkaline phosphatase (ALP) and increased serum vitamin B6 level signalled the diagnosis, which was later confirmed by identification of two recessive mutations of the ALPL gene.",A low serum (blood) alkaline phosphatase (ALP) and increased serum vitamin B6 level signaled the diagnosis. Her diagnosis of HPP was later confirmed by identification of two recessive gene mutations of the ALPL gene. ALP is an enzyme that helps bone strength. ALPL is the gene that encodes ALP.,Explanation
47,34515659,adaptation1,5,The patient was treated with teriparatide given the unavailability of ALP enzyme-replacement therapy (asfotase alfa).,The patient was treated with teriparatide (an osteoporosis drug) due to the unavailability of ALP enzyme-replacement therapy.,Substitution
47,34515659,adaptation1,6,"Fracture healing occurred, but impaired mobility persisted.","The fractures healed. However, her mobility was impaired.",Substitution
47,34515659,adaptation1,7,"HPP predisposes to atypical femoral fracture (AFF) during antiresorptive therapy; hence, bisphosphonates and denosumab are contraindicated in this condition.","HPP makes someone more likely to experience femur fractures during antiresorptive therapy. Because of this, bisphosphonates (drugs that limit bone density) and denosumab should not be given to people with this condition.",Explanation
47,34515659,adaptation1,8,Screening patients with fracture or 'osteoporosis' to identify a low ALP level is recommended.,Healthcare workings should screen patients with fracture or 'osteoporosis' to identify a low ALP level.,Substitution
47,34515659,adaptation1,9,Learning points: Hypophosphatasia (HPP) is a rare and under-recognised cause of bone fragility produced by impaired matrix mineralisation that can be misdiagnosed as a fragility fracture due to age-related bone loss.,HPP is a rare and under-recognized cause of bone fragility. HPP is caused by impaired mineralization that can be misdiagnosed as a fragility fracture due to age-related bone loss.,Substitution
47,34515659,adaptation1,10,Antiresorptive therapy is contraindicated in HPP.,Antiresorptive therapy is not recommended in HPP treatment.,Explanation
47,34515659,adaptation1,11,Low serum alkaline phosphatase (ALP) provides a clue to the diagnosis.,Low serum alkaline phosphatase (ALP) can aid in diagnosis.,Generalization
47,34515659,adaptation1,12,"Elevated serum vitamin B6 (an ALP substrate) is indicative of HPP, while identification of a mutation in the ALPL gene is confirmatory.",Elevated serum vitamin B6 (a chemical that works with ALP) is suggestive of HPP. Identifying mutations within the ALPL gene can confirm HPP status.,Substitution
47,34515659,adaptation1,13,Enzyme therapy with recombinant ALP (asfotase alfa) is currently prohibitively costly.,"Therapy with a chemical ALP reacts with, known as asfotase alfa, is currently unmanageably expensive.",Explanation
47,34515659,adaptation1,14,"Treatment with anabolic bone agents such as teriparatide has been reported, but whether normally mineralized bone is formed requires further study.","Treatment with anabolic (repairing) bone agents has been reported. However, if this treatment helps normally mineralized bone form needs further study.",Substitution
47,34547524,adaptation1,1,Hypophosphatasia (HPP) is the heritable dento-osseous disease caused by loss-of-function mutation(s) of the gene ALPL that encodes the tissue-nonspecific isoenzyme of alkaline phosphatase (TNSALP).,"Hypophosphatasia (HPP) is the heritable, tooth and bone disease. HPP is caused by mutations of the gene ALPL. ALPL encodes the tissue-nonspecific isoenzyme of alkaline phosphatase (TNSALP). TNSALP is an enzyme that assists in breaking down phosphate groups. Phosphate groups are important in activating proteins.",Explanation
47,34547524,adaptation1,2,"TNSALP is a cell-surface homodimeric phosphomonoester phosphohydrolase expressed in healthy people especially in the skeleton, liver, kidneys, and developing teeth.","TNSALP is expressed in healthy people, especially in the skeleton, liver, kidneys, and developing teeth.",Generalization
47,34547524,adaptation1,3,"In HPP, diminished TNSALP activity leads to extracellular accumulation of its natural substrates including inorganic pyrophosphate (PPi), an inhibitor of mineralization, and pyridoxal 5'-phosphate (PLP), the principal circulating form of vitamin B6 (B6).","In HPP, decreased TNSALP activity leads to extracellular accumulation of its natural substrates, including pyridoxal 5'-phosphate (PLP). PLP is the principal circulating form of vitamin B6 (B6).",Generalization
47,34547524,adaptation1,4,Autosomal dominant and autosomal recessive inheritance involving >450 usually missense defects scattered throughout ALPL largely explains the remarkably broad-ranging severity of this inborn-error-of-metabolism.,Different mutations of ALPL largely explains the remarkably broad-ranging severity of this genetic inborn-error-of-metabolism.,Generalization
47,34547524,adaptation1,5,"In 1985 when we identified elevated plasma PLP as a biochemical hallmark of HPP, all 14 investigated affected children and adults had markedly increased PLP levels.","In 1985, elevated (blood) plasma PLP was identified as hallmark of HPP. In the study, all 14 investigated affected children and adults had increased PLP levels.",Substitution
47,34547524,adaptation1,6,"However, pyridoxal (PL), the dephosphorylated form of PLP that enters cells to cofactor many enzymatic reactions, was not low but often inexplicably elevated.","However, pyridoxal (PL), an alternate form of PLP that enters cells to cofactor (help) many enzymatic reactions, was often unexplainably elevated.",Substitution
47,34547524,adaptation1,7,"Levels of pyridoxic acid (PA), the B6 degradation product quantified to assess B6 sufficiency, were unremarkable.","Levels of pyridoxic acid (PA), a compound used to determine B6 levels in the body, were unremarkable.",Substitution
47,34547524,adaptation1,8,Canonical signs or symptoms of B6 deficiency or toxicity were absent.,Signs or symptoms of B6 deficiency or toxicity were absent.,Substitution
47,34547524,adaptation1,9,B6-dependent seizures in infants with life-threatening HPP were later explained by their profound deficiency of TNSALP activity blocking PLP dephosphorylation to PL and diminishing gamma-aminobutyric acid synthesis in the brain.,"B6-dependent seizures in infants with life-threatening HPP were later explained by their low TNSALP activity. Lack of TNSALP activity was blocking PLP dephosphorylation, removal of phosphate groups, to PL. This diminished formation of gamma-aminobutyric acid, a neurotransmitter, in the brain.",Explanation
47,34547524,adaptation1,10,"Now, there is speculation that altered B6 metabolism causes further clinical complications in HPP.",It is theorized that abnormal B6 metabolism causes further health complications in HPP.,Substitution
47,34547524,adaptation1,11,"Herein, we assessed the plasma PL and PA levels accompanying previously reported elevated plasma PLP concentrations in 150 children and adolescents with HPP.",This study assessed (measured) the blood PL and PA levels in patients with previously reported elevated plasma PLP concentrations. The evaluated patient pool consisted of 150 children and adolescents with HPP.,Explanation
47,34547524,adaptation1,12,"Their mean (SD) plasma PL level was nearly double the mean for our healthy pediatric controls: 66.7 (59.0) nM versus 37.1 (22.2) nM (P < 0.0001), respectively.",Their average plasma PL level was nearly double the average of healthy pediatric controls.,Generalization
